Date,Order ID,Customer Name,Customer Segment,City,State,Product Category,Product Sub-Category,Units Sold,Unit Cost,Unit Price,Total Cost,Total Sales,Margin,Margin %
2024-07-19,ORD-1372,Emily Turner,Consumer,Nashville,TN,Office Supplies,Pens,98,249.1,491.82,24411.8,48198.36,23786.56,49.35%
2024-02-03,ORD-1373,Linda Evans,Small Business,Phoenix,AZ,Electronics,Smartphones,100,291.72,354.88,29172.0,35488.0,6316.0,17.8%
2024-03-27,ORD-1374,Olivia Singh,Consumer,Cleveland,OH,Office Supplies,Markers,35,398.85,572.66,13959.75,20043.1,6083.35,30.35%
2024-03-14,ORD-1375,David Turner,Business,Chicago,IL,Office Supplies,Staplers,86,396.83,510.36,34127.38,43890.96,9763.58,22.25%
2024-10-12,ORD-1376,Diana Lee,Enterprise,New York,NY,Furniture,Cabinets,58,141.22,219.57,8190.76,12735.06,4544.3,35.68%
2024-03-22,ORD-1377,Emily Perez,Business,Minneapolis,MN,Electronics,Printers,38,339.91,609.63,12916.58,23165.94,10249.36,44.24%
2024-12-29,ORD-1378,Michael Perez,Enterprise,Portland,OR,Office Supplies,Paper,79,519.2,727.28,41016.8,57455.12,16438.32,28.61%
2024-07-27,ORD-1379,Eric Johnson,Consumer,New Orleans,LA,Furniture,Office Chairs,27,315.01,321.9,8505.27,8691.3,186.03,2.14%
2024-10-26,ORD-1380,Laura Frank,Business,Boston,MA,Electronics,Printers,45,289.21,500.67,13014.45,22530.15,9515.7,42.24%
2024-10-14,ORD-1381,Robert Brown,Consumer,Denver,CO,Office Supplies,Notebooks,75,530.5,821.01,39787.5,61575.75,21788.25,35.38%
2024-04-06,ORD-1382,Linda Johnson,Enterprise,San Francisco,CA,Furniture,Lamps,39,549.56,833.03,21432.84,32488.17,11055.33,34.03%
2024-07-14,ORD-1383,Maria Brown,Business,Chicago,IL,Furniture,Desks,13,557.61,1002.24,7248.93,13029.12,5780.19,44.36%
2024-04-09,ORD-1384,Nicole White,Business,Seattle,WA,Furniture,Cabinets,66,409.14,681.91,27003.24,45006.06,18002.82,40.0%
2024-03-17,ORD-1385,Olivia Adams,Consumer,Seattle,WA,Furniture,Sofas,31,200.97,208.3,6230.07,6457.3,227.23,3.52%
2024-09-01,ORD-1386,Jessica Green,Consumer,Dallas,TX,Electronics,Smartphones,12,149.93,254.3,1799.16,3051.6,1252.44,41.04%
2024-04-30,ORD-1387,Maria Adams,Business,Seattle,WA,Electronics,Smartphones,53,559.56,876.12,29656.68,46434.36,16777.68,36.13%
2024-06-14,ORD-1388,Daniel Martinez,Small Business,Portland,OR,Furniture,Lamps,40,586.87,988.03,23474.8,39521.2,16046.4,40.6%
2024-09-02,ORD-1389,Paul Lee,Consumer,Portland,OR,Office Supplies,Envelopes,35,52.98,96.74,1854.3,3385.9,1531.6,45.23%
2024-06-10,ORD-1390,John Johnson,Consumer,Miami,FL,Furniture,Chairs,54,419.45,442.97,22650.3,23920.38,1270.08,5.31%
2024-11-22,ORD-1391,David Carter,Small Business,Dallas,TX,Furniture,Desks,11,232.49,244.91,2557.39,2694.01,136.62,5.07%
2024-12-28,ORD-1392,Mark White,Small Business,Columbus,OH,Office Supplies,Markers,35,413.72,711.84,14480.2,24914.4,10434.2,41.88%
2024-03-03,ORD-1393,James Lee,Enterprise,Detroit,MI,Furniture,Sofas,87,502.98,919.93,43759.26,80033.91,36274.65,45.32%
2024-02-04,ORD-1394,John Brown,Small Business,Indianapolis,IN,Electronics,Monitors,37,552.53,638.56,20443.61,23626.72,3183.11,13.47%
2024-04-02,ORD-1395,Daniel Johnson,Small Business,San Diego,CA,Office Supplies,Envelopes,96,552.12,923.36,53003.52,88642.56,35639.04,40.21%
2024-09-09,ORD-1396,Nicole Hall,Business,Los Angeles,CA,Furniture,Desks,98,498.6,598.38,48862.8,58641.24,9778.44,16.68%
2024-10-26,ORD-1397,Anna Rivera,Business,Philadelphia,PA,Office Supplies,Staplers,74,451.03,815.87,33376.22,60374.38,26998.16,44.72%
2024-07-07,ORD-1398,Karen Rivera,Business,Nashville,TN,Office Supplies,Notebooks,56,350.15,463.22,19608.4,25940.32,6331.92,24.41%
2024-07-16,ORD-1399,Nicole Turner,Small Business,New Orleans,LA,Office Supplies,Pens,20,531.76,741.89,10635.2,14837.8,4202.6,28.32%
2024-08-02,ORD-1400,Paul Anderson,Business,Los Angeles,CA,Furniture,Desks,16,167.82,185.75,2685.12,2972.0,286.88,9.65%
2024-11-02,ORD-1401,Linda Adams,Small Business,Indianapolis,IN,Furniture,Desks,72,50.79,98.9,3656.88,7120.8,3463.92,48.65%
2024-06-18,ORD-1402,Michael Singh,Business,Chicago,IL,Electronics,Smartphones,69,241.49,290.44,16662.81,20040.36,3377.55,16.85%
2024-05-05,ORD-1403,James Davis,Enterprise,Phoenix,AZ,Electronics,Smartphones,51,40.4,57.69,2060.4,2942.19,881.79,29.97%
2024-01-08,ORD-1404,Mark Smith,Small Business,Detroit,MI,Office Supplies,Envelopes,83,332.86,506.42,27627.38,42032.86,14405.48,34.27%
2024-11-16,ORD-1405,Olivia Brown,Small Business,Salt Lake City,UT,Furniture,Cabinets,47,475.39,909.18,22343.33,42731.46,20388.13,47.71%
2024-06-02,ORD-1406,Olivia White,Enterprise,Houston,TX,Electronics,Headphones,54,473.32,835.59,25559.28,45121.86,19562.58,43.35%
2024-09-19,ORD-1407,Linda Smith,Small Business,Charlotte,NC,Furniture,Office Chairs,7,388.74,531.94,2721.18,3723.58,1002.4,26.92%
2024-08-19,ORD-1408,Linda Lee,Business,Boston,MA,Electronics,Printers,49,383.21,715.02,18777.29,35035.98,16258.69,46.41%
2024-11-12,ORD-1409,Paul Watson,Consumer,Indianapolis,IN,Furniture,Cabinets,87,279.45,285.77,24312.15,24861.99,549.84,2.21%
2024-04-22,ORD-1410,Maria Perez,Consumer,San Diego,CA,Furniture,Chairs,44,463.58,641.37,20397.52,28220.28,7822.76,27.72%
2024-10-23,ORD-1411,Sarah Brown,Consumer,Atlanta,GA,Office Supplies,Markers,60,443.9,790.78,26634.0,47446.8,20812.8,43.87%
2024-01-23,ORD-1412,Paul Green,Consumer,Philadelphia,PA,Office Supplies,Pens,61,136.51,218.2,8327.11,13310.2,4983.09,37.44%
2024-05-27,ORD-1413,Anna Green,Business,Portland,OR,Office Supplies,Staplers,96,249.18,379.15,23921.28,36398.4,12477.12,34.28%
2024-09-24,ORD-1414,Michael Green,Enterprise,Charlotte,NC,Furniture,Cabinets,36,119.33,141.47,4295.88,5092.92,797.04,15.65%
2024-02-19,ORD-1415,James Frank,Small Business,Chicago,IL,Office Supplies,Staplers,28,142.85,149.32,3999.8,4180.96,181.16,4.33%
2024-04-19,ORD-1416,Nicole Anderson,Business,Cleveland,OH,Furniture,Sofas,94,599.42,1015.69,56345.48,95474.86,39129.38,40.98%
2024-12-22,ORD-1417,James Davis,Enterprise,Atlanta,GA,Furniture,Chairs,62,549.8,644.83,34087.6,39979.46,5891.86,14.74%
2024-05-28,ORD-1418,John Davis,Consumer,Indianapolis,IN,Electronics,Headphones,50,156.39,278.72,7819.5,13936.0,6116.5,43.89%
2024-02-19,ORD-1419,Mike Lee,Business,San Diego,CA,Office Supplies,Staplers,43,394.66,433.23,16970.38,18628.89,1658.51,8.9%
2024-03-15,ORD-1420,Laura Green,Small Business,Los Angeles,CA,Office Supplies,Pens,16,556.56,855.39,8904.96,13686.24,4781.28,34.93%
2024-12-19,ORD-1421,Maria Rivera,Business,Phoenix,AZ,Electronics,Smartphones,43,285.97,288.26,12296.71,12395.18,98.47,0.79%
2024-12-13,ORD-1422,Daniel Davis,Small Business,Columbus,OH,Office Supplies,Staplers,32,536.83,978.91,17178.56,31325.12,14146.56,45.16%
2024-04-09,ORD-1423,Nicole Turner,Small Business,Kansas City,MO,Electronics,Laptops,43,388.32,425.81,16697.76,18309.83,1612.07,8.8%
2024-11-02,ORD-1424,David Gonzalez,Enterprise,Salt Lake City,UT,Electronics,Smartphones,61,277.99,318.92,16957.39,19454.12,2496.73,12.83%
2024-09-05,ORD-1425,Emily Brown,Consumer,Seattle,WA,Furniture,Lamps,23,492.29,531.06,11322.67,12214.38,891.71,7.3%
2024-08-31,ORD-1426,Mark Turner,Business,Salt Lake City,UT,Electronics,Laptops,76,275.3,533.57,20922.8,40551.32,19628.52,48.4%
2024-12-15,ORD-1427,John Carter,Business,Los Angeles,CA,Furniture,Sofas,75,582.57,805.38,43692.75,60403.5,16710.75,27.67%
2024-02-18,ORD-1428,Eric White,Small Business,Charlotte,NC,Office Supplies,Staplers,65,246.77,371.44,16040.05,24143.6,8103.55,33.56%
2024-09-19,ORD-1429,Diana Singh,Business,Miami,FL,Office Supplies,Markers,15,202.13,295.44,3031.95,4431.6,1399.65,31.58%
2024-11-22,ORD-1430,Maria Frank,Enterprise,Phoenix,AZ,Furniture,Desks,88,346.07,359.51,30454.16,31636.88,1182.72,3.74%
2024-01-29,ORD-1431,Karen Davis,Business,San Diego,CA,Furniture,Desks,60,231.36,319.53,13881.6,19171.8,5290.2,27.59%
2024-09-16,ORD-1432,Nicole Frank,Business,Minneapolis,MN,Office Supplies,Binders,12,22.56,27.41,270.72,328.92,58.2,17.69%
2024-01-06,ORD-1433,Emily Rivera,Enterprise,San Diego,CA,Furniture,Cabinets,46,64.8,126.64,2980.8,5825.44,2844.64,48.83%
2024-10-22,ORD-1434,Emily Turner,Enterprise,Los Angeles,CA,Furniture,Sofas,26,128.57,182.14,3342.82,4735.64,1392.82,29.41%
2024-03-29,ORD-1435,Anthony Martinez,Business,Charlotte,NC,Electronics,Laptops,67,594.93,1167.64,39860.31,78231.88,38371.57,49.05%
2024-08-05,ORD-1436,Linda King,Consumer,Seattle,WA,Electronics,Laptops,86,347.54,614.27,29888.44,52827.22,22938.78,43.42%
2024-04-03,ORD-1437,Michael White,Business,Phoenix,AZ,Furniture,Desks,25,581.41,949.76,14535.25,23744.0,9208.75,38.78%
2024-08-17,ORD-1438,Maria Lee,Consumer,Los Angeles,CA,Furniture,Sofas,4,471.53,507.52,1886.12,2030.08,143.96,7.09%
2024-11-07,ORD-1439,Laura Turner,Consumer,Kansas City,MO,Office Supplies,Pens,77,443.7,753.83,34164.9,58044.91,23880.01,41.14%
2024-02-12,ORD-1440,Anna Hall,Business,Nashville,TN,Electronics,Headphones,35,499.29,517.59,17475.15,18115.65,640.5,3.54%
2024-08-17,ORD-1441,Diana Rivera,Business,San Diego,CA,Electronics,Printers,30,309.38,520.47,9281.4,15614.1,6332.7,40.56%
2024-07-07,ORD-1442,Daniel Johnson,Consumer,Chicago,IL,Office Supplies,Staplers,21,164.82,275.56,3461.22,5786.76,2325.54,40.19%
2024-06-06,ORD-1443,Maria Chen,Consumer,Nashville,TN,Furniture,Desks,27,463.13,609.1,12504.51,16445.7,3941.19,23.96%
2024-08-01,ORD-1444,Diana Brown,Consumer,San Diego,CA,Electronics,Headphones,10,369.64,537.23,3696.4,5372.3,1675.9,31.2%
2024-01-25,ORD-1445,Sarah Anderson,Enterprise,Philadelphia,PA,Office Supplies,Pens,90,532.64,1043.28,47937.6,93895.2,45957.6,48.95%
2024-03-31,ORD-1446,Mike Singh,Business,New York,NY,Office Supplies,Markers,85,588.44,1022.56,50017.4,86917.6,36900.2,42.45%
2024-01-30,ORD-1447,James Carter,Enterprise,Kansas City,MO,Office Supplies,Markers,70,56.05,109.43,3923.5,7660.1,3736.6,48.78%
2024-01-02,ORD-1448,Anna Singh,Small Business,Philadelphia,PA,Office Supplies,Envelopes,77,382.47,483.01,29450.19,37191.77,7741.58,20.82%
2024-06-28,ORD-1449,Paul Green,Consumer,Dallas,TX,Furniture,Cabinets,3,2.66,2.98,7.98,8.94,0.96,10.74%
2024-09-12,ORD-1450,Paul Adams,Consumer,Salt Lake City,UT,Office Supplies,Notebooks,53,55.78,111.28,2956.34,5897.84,2941.5,49.87%
2024-12-12,ORD-1451,Robert Turner,Small Business,Boston,MA,Furniture,Desks,76,253.65,457.46,19277.4,34766.96,15489.56,44.55%
2024-10-02,ORD-1452,James Hall,Enterprise,San Francisco,CA,Office Supplies,Markers,40,395.48,418.05,15819.2,16722.0,902.8,5.4%
2024-07-02,ORD-1453,Anthony Lee,Enterprise,Miami,FL,Electronics,Smartwatches,60,533.08,535.57,31984.8,32134.2,149.4,0.46%
2024-01-05,ORD-1454,Karen Green,Consumer,Chicago,IL,Office Supplies,Pens,97,58.73,93.17,5696.81,9037.49,3340.68,36.96%
2024-08-16,ORD-1455,Jessica Green,Small Business,Los Angeles,CA,Electronics,Laptops,73,290.94,365.82,21238.62,26704.86,5466.24,20.47%
2024-01-16,ORD-1456,Olivia Anderson,Consumer,Columbus,OH,Furniture,Cabinets,16,546.29,642.11,8740.64,10273.76,1533.12,14.92%
2024-03-05,ORD-1457,Laura White,Consumer,Los Angeles,CA,Furniture,Office Chairs,28,65.95,84.84,1846.6,2375.52,528.92,22.27%
2024-03-22,ORD-1458,Sarah Watson,Small Business,New Orleans,LA,Electronics,Laptops,74,302.16,478.61,22359.84,35417.14,13057.3,36.87%
2024-07-06,ORD-1459,Jessica Smith,Small Business,Los Angeles,CA,Office Supplies,Paper,47,484.44,676.78,22768.68,31808.66,9039.98,28.42%
2024-06-06,ORD-1460,Robert Davis,Small Business,Seattle,WA,Electronics,Monitors,80,394.11,433.05,31528.8,34644.0,3115.2,8.99%
2024-01-24,ORD-1461,Eric Perez,Enterprise,Dallas,TX,Office Supplies,Paper,61,153.47,286.95,9361.67,17503.95,8142.28,46.52%
2024-10-25,ORD-1462,Robert Hall,Business,Detroit,MI,Electronics,Smartphones,83,339.12,623.59,28146.96,51757.97,23611.01,45.62%
2024-05-02,ORD-1463,Linda Perez,Consumer,San Diego,CA,Office Supplies,Staplers,16,33.61,56.05,537.76,896.8,359.04,40.04%
2024-12-27,ORD-1464,Michael Hall,Consumer,Chicago,IL,Office Supplies,Binders,57,540.09,622.19,30785.13,35464.83,4679.7,13.2%
2024-06-17,ORD-1465,Eric Adams,Small Business,Dallas,TX,Electronics,Monitors,55,273.82,372.28,15060.1,20475.4,5415.3,26.45%
2024-05-04,ORD-1466,Nicole Rivera,Small Business,Phoenix,AZ,Electronics,Headphones,41,575.79,837.1,23607.39,34321.1,10713.71,31.22%
2024-07-02,ORD-1467,Nicole Lee,Consumer,New Orleans,LA,Office Supplies,Envelopes,59,127.09,232.29,7498.31,13705.11,6206.8,45.29%
2024-08-04,ORD-1468,Linda King,Business,San Diego,CA,Electronics,Monitors,10,548.63,744.09,5486.3,7440.9,1954.6,26.27%
2024-06-25,ORD-1469,Paul Green,Small Business,Kansas City,MO,Office Supplies,Pens,70,64.63,75.24,4524.1,5266.8,742.7,14.1%
2024-04-20,ORD-1470,Daniel Davis,Business,Kansas City,MO,Office Supplies,Notebooks,83,100.04,174.21,8303.32,14459.43,6156.11,42.58%
2024-01-21,ORD-1471,Linda Singh,Consumer,Indianapolis,IN,Electronics,Laptops,75,233.99,410.35,17549.25,30776.25,13227.0,42.98%
2024-06-11,ORD-1472,Sarah Perez,Business,Houston,TX,Electronics,Smartwatches,99,22.79,27.68,2256.21,2740.32,484.11,17.67%
2024-03-04,ORD-1473,Eric Turner,Consumer,Cleveland,OH,Furniture,Desks,69,278.23,509.13,19197.87,35129.97,15932.1,45.35%
2024-12-07,ORD-1474,David Adams,Consumer,San Diego,CA,Electronics,Headphones,14,349.55,375.63,4893.7,5258.82,365.12,6.94%
2024-03-21,ORD-1475,Maria Frank,Small Business,Denver,CO,Furniture,Lamps,73,92.48,128.65,6751.04,9391.45,2640.41,28.12%
2024-03-10,ORD-1476,Mike Perez,Consumer,Seattle,WA,Furniture,Desks,39,431.97,728.2,16846.83,28399.8,11552.97,40.68%
2024-03-22,ORD-1477,Sarah Chen,Enterprise,Atlanta,GA,Office Supplies,Paper,58,560.67,1113.62,32518.86,64589.96,32071.1,49.65%
2024-03-23,ORD-1478,Sarah Perez,Business,Columbus,OH,Office Supplies,Binders,84,416.31,507.16,34970.04,42601.44,7631.4,17.91%
2024-07-21,ORD-1479,Linda Adams,Business,Portland,OR,Office Supplies,Notebooks,38,358.34,715.6,13616.92,27192.8,13575.88,49.92%
2024-09-18,ORD-1480,Diana Green,Small Business,Seattle,WA,Electronics,Smartwatches,37,416.48,460.82,15409.76,17050.34,1640.58,9.62%
2024-11-04,ORD-1481,John Martinez,Business,Miami,FL,Furniture,Office Chairs,68,83.09,154.6,5650.12,10512.8,4862.68,46.25%
2024-03-28,ORD-1482,Mark Johnson,Small Business,Boston,MA,Electronics,Printers,86,47.18,50.72,4057.48,4361.92,304.44,6.98%
2024-02-02,ORD-1483,Karen Watson,Business,Indianapolis,IN,Electronics,Printers,86,200.86,277.27,17273.96,23845.22,6571.26,27.56%
2024-05-08,ORD-1484,Nicole Brown,Small Business,Denver,CO,Office Supplies,Markers,23,41.12,53.25,945.76,1224.75,278.99,22.78%
2024-10-20,ORD-1485,Mike Brown,Consumer,Indianapolis,IN,Furniture,Cabinets,3,406.25,610.3,1218.75,1830.9,612.15,33.43%
2024-05-21,ORD-1486,Daniel Carter,Small Business,Los Angeles,CA,Furniture,Chairs,93,79.63,83.3,7405.59,7746.9,341.31,4.41%
2024-03-17,ORD-1487,Emily Watson,Small Business,San Francisco,CA,Office Supplies,Paper,24,294.91,510.3,7077.84,12247.2,5169.36,42.21%
2024-04-01,ORD-1488,John Green,Small Business,Phoenix,AZ,Electronics,Smartwatches,70,588.85,860.32,41219.5,60222.4,19002.9,31.55%
2024-08-16,ORD-1489,Mark Lee,Consumer,Denver,CO,Office Supplies,Notebooks,100,151.33,236.26,15133.0,23626.0,8493.0,35.95%
2024-10-15,ORD-1490,Diana Evans,Business,Detroit,MI,Furniture,Cabinets,2,20.52,38.58,41.04,77.16,36.12,46.81%
2024-12-29,ORD-1491,Mike Brown,Business,Chicago,IL,Office Supplies,Staplers,73,440.11,614.18,32128.03,44835.14,12707.11,28.34%
2024-01-29,ORD-1492,Karen Hall,Enterprise,New Orleans,LA,Furniture,Tables,20,247.39,340.29,4947.8,6805.8,1858.0,27.3%
2024-03-18,ORD-1493,Maria Turner,Business,Houston,TX,Office Supplies,Pens,21,182.98,317.06,3842.58,6658.26,2815.68,42.29%
2024-07-27,ORD-1494,John Adams,Small Business,Columbus,OH,Electronics,Headphones,17,407.77,766.18,6932.09,13025.06,6092.97,46.78%
2024-03-21,ORD-1495,Nicole Martinez,Small Business,San Diego,CA,Electronics,Headphones,64,556.85,1035.89,35638.4,66296.96,30658.56,46.24%
2024-05-29,ORD-1496,Robert Rivera,Consumer,Philadelphia,PA,Office Supplies,Staplers,49,70.55,130.36,3456.95,6387.64,2930.69,45.88%
2024-05-05,ORD-1497,Paul Smith,Small Business,Dallas,TX,Furniture,Desks,93,502.26,542.88,46710.18,50487.84,3777.66,7.48%
2024-09-28,ORD-1498,Mike Turner,Small Business,San Francisco,CA,Furniture,Sofas,14,138.44,190.94,1938.16,2673.16,735.0,27.5%
2024-01-11,ORD-1499,Sarah Smith,Business,Seattle,WA,Furniture,Sofas,4,274.93,284.84,1099.72,1139.36,39.64,3.48%
2024-06-08,ORD-1500,James Lee,Small Business,Phoenix,AZ,Office Supplies,Pens,85,293.3,327.22,24930.5,27813.7,2883.2,10.37%
2024-05-31,ORD-1501,Paul Rivera,Enterprise,Denver,CO,Electronics,Monitors,16,81.82,144.43,1309.12,2310.88,1001.76,43.35%
2024-10-21,ORD-1502,Emily Watson,Small Business,Kansas City,MO,Electronics,Smartphones,42,134.59,247.43,5652.78,10392.06,4739.28,45.6%
2024-08-01,ORD-1503,Olivia Lee,Consumer,Atlanta,GA,Electronics,Smartwatches,76,58.1,102.72,4415.6,7806.72,3391.12,43.44%
2024-03-26,ORD-1504,Daniel Turner,Business,Miami,FL,Electronics,Laptops,3,11.02,18.18,33.06,54.54,21.48,39.38%
2024-10-30,ORD-1505,Anthony Green,Small Business,Kansas City,MO,Furniture,Lamps,14,421.91,762.71,5906.74,10677.94,4771.2,44.68%
2024-11-26,ORD-1506,Karen Turner,Enterprise,Seattle,WA,Electronics,Smartwatches,56,295.19,538.34,16530.64,30147.04,13616.4,45.17%
2024-06-12,ORD-1507,Mark Watson,Consumer,San Diego,CA,Electronics,Monitors,67,538.74,753.8,36095.58,50504.6,14409.02,28.53%
2024-12-13,ORD-1508,Sarah Johnson,Business,Kansas City,MO,Furniture,Lamps,63,452.64,758.72,28516.32,47799.36,19283.04,40.34%
2024-12-05,ORD-1509,Mike Hall,Consumer,Seattle,WA,Electronics,Printers,51,67.15,84.9,3424.65,4329.9,905.25,20.91%
2024-06-08,ORD-1510,Nicole Martinez,Business,Houston,TX,Electronics,Headphones,22,591.88,594.6,13021.36,13081.2,59.84,0.46%
2024-08-09,ORD-1511,Nicole Adams,Consumer,Chicago,IL,Furniture,Chairs,99,496.71,986.37,49174.29,97650.63,48476.34,49.64%
2024-12-08,ORD-1512,Jessica Chen,Business,Boston,MA,Office Supplies,Envelopes,41,478.27,613.36,19609.07,25147.76,5538.69,22.02%
2024-12-29,ORD-1513,James White,Consumer,Kansas City,MO,Furniture,Desks,52,123.31,222.55,6412.12,11572.6,5160.48,44.59%
2024-04-05,ORD-1514,Daniel Turner,Business,Cleveland,OH,Office Supplies,Binders,38,439.7,768.51,16708.6,29203.38,12494.78,42.79%
2024-03-08,ORD-1515,Karen Brown,Business,Minneapolis,MN,Electronics,Monitors,100,532.34,755.17,53234.0,75517.0,22283.0,29.51%
2024-07-20,ORD-1516,Mike Chen,Business,Houston,TX,Electronics,Smartphones,25,585.51,1159.29,14637.75,28982.25,14344.5,49.49%
2024-10-25,ORD-1517,Diana Watson,Business,Phoenix,AZ,Office Supplies,Paper,70,470.12,481.44,32908.4,33700.8,792.4,2.35%
2024-04-03,ORD-1518,Laura Watson,Business,New Orleans,LA,Office Supplies,Markers,14,208.53,252.25,2919.42,3531.5,612.08,17.33%
2024-10-31,ORD-1519,Sarah Smith,Small Business,Dallas,TX,Electronics,Monitors,4,488.82,716.22,1955.28,2864.88,909.6,31.75%
2024-11-04,ORD-1520,Eric White,Business,Boston,MA,Furniture,Office Chairs,28,537.98,943.22,15063.44,26410.16,11346.72,42.96%
2024-11-21,ORD-1521,Paul Carter,Business,Miami,FL,Electronics,Laptops,10,56.58,110.95,565.8,1109.5,543.7,49.0%
2024-04-16,ORD-1522,Olivia Adams,Enterprise,Los Angeles,CA,Electronics,Smartphones,73,164.45,270.36,12004.85,19736.28,7731.43,39.17%
2024-02-08,ORD-1523,John Chen,Small Business,San Francisco,CA,Furniture,Lamps,74,301.61,508.57,22319.14,37634.18,15315.04,40.69%
2024-05-22,ORD-1524,Nicole Singh,Enterprise,Columbus,OH,Electronics,Laptops,35,80.67,114.12,2823.45,3994.2,1170.75,29.31%
2024-06-03,ORD-1525,Anna White,Business,Chicago,IL,Furniture,Sofas,71,430.86,452.12,30591.06,32100.52,1509.46,4.7%
2024-12-09,ORD-1526,Anna Singh,Enterprise,Boston,MA,Office Supplies,Markers,62,401.23,733.76,24876.26,45493.12,20616.86,45.32%
2024-05-06,ORD-1527,Sarah Green,Small Business,New York,NY,Furniture,Cabinets,98,535.8,1010.94,52508.4,99072.12,46563.72,47.0%
2024-02-13,ORD-1528,Sarah Rivera,Small Business,Miami,FL,Electronics,Smartphones,4,537.27,737.26,2149.08,2949.04,799.96,27.13%
2024-10-30,ORD-1529,Michael King,Small Business,Dallas,TX,Office Supplies,Paper,9,573.91,1032.6,5165.19,9293.4,4128.21,44.42%
2024-01-05,ORD-1530,Karen Carter,Enterprise,Denver,CO,Furniture,Tables,10,13.98,17.3,139.8,173.0,33.2,19.19%
2024-01-19,ORD-1531,Diana Turner,Small Business,New York,NY,Office Supplies,Markers,24,481.32,571.06,11551.68,13705.44,2153.76,15.71%
2024-11-16,ORD-1532,Olivia Frank,Enterprise,Atlanta,GA,Furniture,Sofas,54,262.65,408.55,14183.1,22061.7,7878.6,35.71%
2024-10-15,ORD-1533,Daniel Rivera,Consumer,Dallas,TX,Furniture,Cabinets,73,164.35,292.52,11997.55,21353.96,9356.41,43.82%
2024-02-14,ORD-1534,Jessica Turner,Consumer,San Diego,CA,Electronics,Monitors,24,516.96,895.32,12407.04,21487.68,9080.64,42.26%
2024-01-17,ORD-1535,Daniel Frank,Consumer,Indianapolis,IN,Office Supplies,Markers,7,356.87,677.86,2498.09,4745.02,2246.93,47.35%
2024-12-07,ORD-1536,Anna Davis,Small Business,Chicago,IL,Electronics,Laptops,18,49.03,74.18,882.54,1335.24,452.7,33.9%
2024-08-24,ORD-1537,Eric Anderson,Consumer,Minneapolis,MN,Furniture,Sofas,16,443.07,558.79,7089.12,8940.64,1851.52,20.71%
2024-03-13,ORD-1538,Michael Green,Small Business,San Diego,CA,Furniture,Cabinets,48,514.5,523.72,24696.0,25138.56,442.56,1.76%
2024-01-04,ORD-1539,Karen King,Business,Detroit,MI,Furniture,Desks,21,109.46,165.46,2298.66,3474.66,1176.0,33.85%
2024-03-25,ORD-1540,Robert Brown,Small Business,Philadelphia,PA,Electronics,Monitors,98,466.11,890.35,45678.78,87254.3,41575.52,47.65%
2024-07-22,ORD-1541,Anna White,Small Business,Philadelphia,PA,Office Supplies,Markers,67,387.75,712.75,25979.25,47754.25,21775.0,45.6%
2024-12-15,ORD-1542,Eric Davis,Consumer,Detroit,MI,Electronics,Headphones,94,111.96,187.2,10524.24,17596.8,7072.56,40.19%
2024-02-09,ORD-1543,Robert Brown,Small Business,Houston,TX,Furniture,Cabinets,66,130.45,240.14,8609.7,15849.24,7239.54,45.68%
2024-06-26,ORD-1544,Paul Davis,Consumer,Portland,OR,Furniture,Sofas,94,172.69,306.45,16232.86,28806.3,12573.44,43.65%
2024-04-20,ORD-1545,Emily Davis,Enterprise,Miami,FL,Furniture,Cabinets,31,205.53,329.62,6371.43,10218.22,3846.79,37.65%
2024-07-18,ORD-1546,Sarah Hall,Consumer,Portland,OR,Electronics,Headphones,39,11.58,16.0,451.62,624.0,172.38,27.62%
2024-04-27,ORD-1547,Jessica Chen,Business,Indianapolis,IN,Furniture,Office Chairs,65,492.23,638.05,31994.95,41473.25,9478.3,22.85%
2024-10-26,ORD-1548,Diana Brown,Small Business,Kansas City,MO,Electronics,Smartwatches,64,86.54,106.07,5538.56,6788.48,1249.92,18.41%
2024-09-10,ORD-1549,Mark King,Small Business,San Francisco,CA,Office Supplies,Notebooks,22,33.79,49.95,743.38,1098.9,355.52,32.35%
2024-10-22,ORD-1550,Nicole Davis,Enterprise,Los Angeles,CA,Electronics,Smartwatches,64,60.06,77.88,3843.84,4984.32,1140.48,22.88%
2024-03-03,ORD-1551,James King,Business,Los Angeles,CA,Electronics,Laptops,5,81.06,149.35,405.3,746.75,341.45,45.72%
2024-03-08,ORD-1552,Paul Anderson,Consumer,Minneapolis,MN,Office Supplies,Paper,9,137.17,181.67,1234.53,1635.03,400.5,24.49%
2024-04-27,ORD-1553,Anthony Lee,Business,New York,NY,Furniture,Lamps,34,62.62,84.33,2129.08,2867.22,738.14,25.74%
2024-10-04,ORD-1554,Laura Perez,Small Business,Denver,CO,Office Supplies,Notebooks,20,333.35,494.13,6667.0,9882.6,3215.6,32.54%
2024-06-10,ORD-1555,Emily Singh,Consumer,Atlanta,GA,Office Supplies,Paper,41,287.1,439.54,11771.1,18021.14,6250.04,34.68%
2024-12-21,ORD-1556,Robert Chen,Small Business,New York,NY,Electronics,Smartwatches,83,300.29,573.77,24924.07,47622.91,22698.84,47.66%
2024-08-27,ORD-1557,Mike Green,Enterprise,San Francisco,CA,Electronics,Printers,8,101.51,164.66,812.08,1317.28,505.2,38.35%
2024-08-29,ORD-1558,Sarah Turner,Business,Dallas,TX,Furniture,Lamps,27,438.75,853.4,11846.25,23041.8,11195.55,48.59%
